Date,Open,High,Low,Close,Adj Close,Volume
2006/4/24,5251.700195,5290.5,5251.700195,5269.799805,5269.799805,0
2006/4/26,5265.899902,5335.299805,5263.700195,5327.200195,5327.200195,0
2006/4/27,5320.399902,5336.600098,5300.200195,5300.200195,5300.200195,0
2006/4/28,5282,5282,5246.600098,5258.799805,5258.799805,0
2006/5/1,5273.799805,5315.700195,5272.600098,5310.399902,5310.399902,0
2006/5/2,5312,5313.600098,5265.100098,5273.100098,5273.100098,0
2006/5/3,5282.100098,5286.100098,5254.600098,5273.5,5273.5,0
2006/5/4,5273.399902,5273.399902,5189.100098,5189.100098,5189.100098,0
2006/5/5,5208.600098,5255.399902,5208.600098,5255.399902,5255.399902,0
2006/5/8,5275.700195,5328,5275.700195,5324,5324,0
2006/5/9,5321,5331.799805,5315.100098,5325.799805,5325.799805,0
2006/5/10,5355.600098,5406.700195,5348.299805,5352.200195,5352.200195,0
2006/5/11,5364.700195,5380.5,5346.399902,5364.5,5364.5,0
2006/5/12,5352.100098,5352.399902,5314,5329.5,5329.5,0
2006/5/15,5295.5,5295.5,5228.5,5234.100098,5234.100098,0
2006/5/16,5232.799805,5235.299805,5191.600098,5217.399902,5217.399902,0
2006/5/17,5216,5250.899902,5203.100098,5217.5,5217.5,0
2006/5/18,5181.600098,5181.600098,5096,5119.299805,5119.299805,0
2006/5/19,5114.799805,5136.100098,5100.899902,5100.899902,5100.899902,0
2006/5/22,5102.100098,5105.399902,5029.399902,5030.799805,5030.799805,0
2006/5/23,5018,5038.600098,5003.299805,5013.799805,5013.799805,0
2006/5/24,5018.799805,5062.100098,5018.799805,5037.700195,5037.700195,0
2006/5/25,5023.899902,5025,4976.799805,4976.799805,4976.799805,0
2006/5/26,5003.5,5053.700195,5002.700195,5053.700195,5053.700195,0
2006/5/29,5071.100098,5109.5,5071.100098,5109.5,5109.5,0
2006/5/30,5108.899902,5110.700195,5088.799805,5105.399902,5105.399902,0
2006/5/31,5079.5,5079.700195,5001.700195,5001.700195,5001.700195,0
2006/6/1,5018.200195,5060.600098,5018,5060.600098,5060.600098,0
2006/6/2,5063.700195,5089.799805,5040.799805,5077.200195,5077.200195,0
2006/6/5,5082.5,5120,5079.5,5120,5120,0
2006/6/6,5094.5,5094.5,5029.399902,5036.100098,5036.100098,0
2006/6/7,5029,5033.799805,5006.399902,5025.5,5025.5,0
2006/6/8,5015.100098,5015.100098,4907.200195,4907.200195,4907.200195,0
2006/6/9,4906.600098,4966.600098,4903.899902,4966,4966,0
2006/6/13,4942.100098,4942.100098,4838.899902,4838.899902,4838.899902,0
2006/6/14,4814.399902,4877.399902,4758.299805,4850.799805,4850.799805,0
2006/6/15,4851,4906.700195,4851,4869.700195,4869.700195,0
2006/6/16,4903.5,4976.600098,4903.5,4969,4969,0
2006/6/19,4959.5,4959.899902,4901.200195,4901.200195,4901.200195,0
2006/6/20,4888.5,4894.700195,4843,4861.399902,4861.399902,0
2006/6/21,4877.299805,4924.5,4877.299805,4918.899902,4918.899902,0
2006/6/22,4936.5,5011.799805,4936.5,5010.799805,5010.799805,0
2006/6/23,5003.799805,5003.799805,4954.600098,4964.899902,4964.899902,0
2006/6/26,4967.899902,4968.399902,4946.200195,4965,4965,0
2006/6/27,4976.700195,5021.899902,4976.700195,4999.200195,4999.200195,0
2006/6/28,4975.5,4975.899902,4922.600098,4946.799805,4946.799805,0
2006/6/29,4953,4997.200195,4951.799805,4997.200195,4997.200195,0
2006/6/30,5030.100098,5113.100098,5030.100098,5073.899902,5073.899902,0
2006/7/3,5075.5,5093.200195,5062.5,5092.200195,5092.200195,0
2006/7/4,5103,5131.600098,5103,5104.700195,5104.700195,0
2006/7/5,5105.700195,5125.899902,5093.299805,5096.899902,5096.899902,0
2006/7/6,5086.5,5120.700195,5053.5,5120.299805,5120.299805,0
2006/7/7,5127.200195,5146.600098,5115.5,5135.299805,5135.299805,0
2006/7/10,5125,5142.799805,5117.700195,5142.799805,5142.799805,0
2006/7/11,5139.100098,5139.100098,5093.799805,5107.200195,5107.200195,0
2006/7/12,5116.799805,5141,5116.799805,5128.299805,5128.299805,0
2006/7/13,5126.899902,5127.600098,5084.600098,5084.600098,5084.600098,0
2006/7/14,5062.200195,5062.200195,4966.100098,4966.100098,4966.100098,0
2006/7/17,4961.200195,4961.700195,4905.700195,4956.200195,4956.200195,0
2006/7/18,4949.5,4965.600098,4923.299805,4923.299805,4923.299805,0
2006/7/19,4925.600098,4955.700195,4899.899902,4900.100098,4900.100098,0
2006/7/20,4934.200195,4996.5,4931.899902,4996.5,4996.5,0
2006/7/21,4976.899902,4976.899902,4944,4960.600098,4960.600098,0
2006/7/24,4946.5,4946.5,4901.700195,4934.399902,4934.399902,0
2006/7/25,4942,5015.899902,4942,4992.399902,4992.399902,0
2006/7/26,5004.399902,5009.399902,4920.700195,4935.700195,4935.700195,0
2006/7/27,4931.799805,5007.799805,4916.700195,5007.799805,5007.799805,0
2006/7/28,5002.100098,5002.799805,4933.399902,4958.299805,4958.299805,0
2006/7/31,4973.399902,5027.100098,4963.700195,4986,4986,0
2006/8/1,4981.600098,5000.899902,4970.799805,4981.299805,4981.299805,0
2006/8/2,4969.600098,4970.600098,4919.5,4931.5,4931.5,0
2006/8/3,4932.600098,4997.5,4932.600098,4997.5,4997.5,0
2006/8/4,4987,4992.700195,4940.200195,4956.100098,4956.100098,0
2006/8/7,4956.600098,4972.700195,4945.700195,4961.799805,4961.799805,0
2006/8/8,4963.399902,5024.799805,4951.399902,5024.799805,5024.799805,0
2006/8/9,5010.799805,5011.600098,4939.399902,4962,4962,0
2006/8/10,4952,4957.600098,4926.299805,4953.200195,4953.200195,0
2006/8/11,4952.899902,4957.399902,4937.399902,4949.200195,4949.200195,0
2006/8/14,4945.600098,4997.100098,4927.399902,4971.299805,4971.299805,0
2006/8/15,4971.600098,4977,4929.700195,4936,4936,0
2006/8/16,4951.700195,4994.700195,4950.299805,4961.899902,4961.899902,0
2006/8/17,4981.299805,5055.899902,4981.100098,5055.899902,5055.899902,0
2006/8/18,5056.100098,5059.100098,5026.5,5052.5,5052.5,0
2006/8/21,5056.200195,5090.399902,5054.700195,5063.600098,5063.600098,0
2006/8/22,5070.200195,5085,5068.899902,5076.200195,5076.200195,0
2006/8/23,5073.700195,5107.799805,5068.200195,5082.299805,5082.299805,0
2006/8/24,5070.899902,5071.899902,4982.700195,4987.799805,4987.799805,0
2006/8/25,4983,5023.600098,4983,5023.600098,5023.600098,0
2006/8/28,5025.899902,5041.899902,5014.299805,5024.200195,5024.200195,0
2006/8/29,5030.600098,5071.399902,5030.600098,5067.600098,5067.600098,0
2006/8/30,5069.100098,5082.600098,5063.299805,5067.299805,5067.299805,0
2006/8/31,5073,5115.399902,5072.5,5115.399902,5115.399902,0
2006/9/1,5113.5,5121.299805,5091.200195,5097.100098,5097.100098,0
2006/9/4,5096.399902,5134.799805,5096.399902,5129.200195,5129.200195,0
2006/9/5,5138.5,5155.100098,5137.600098,5150.600098,5150.600098,0
2006/9/6,5155.799805,5164.200195,5108.399902,5113.799805,5113.799805,0
2006/9/7,5110.600098,5113.799805,5078.200195,5108.700195,5108.700195,0
2006/9/8,5105.100098,5106.200195,5061.399902,5098.299805,5098.299805,0
2006/9/11,5093.700195,5099.5,5023.399902,5026,5026,0
2006/9/12,5005.299805,5006.299805,4961.299805,4974.399902,4974.399902,0
2006/9/13,4989.899902,5019.200195,4985.399902,5017.200195,5017.200195,0
2006/9/14,5026.899902,5071.899902,5026.899902,5070.399902,5070.399902,0
2006/9/15,5069.5,5069.5,5021.100098,5036.399902,5036.399902,0
2006/9/18,5032.799805,5072.799805,5023.799805,5072.799805,5072.799805,0
2006/9/19,5083,5098.399902,5056.700195,5056.799805,5056.799805,0
2006/9/20,5041,5041,4997.100098,4998.5,4998.5,0
2006/9/21,4999,5035.399902,4984.899902,4995.899902,4995.899902,0
2006/9/22,4993.600098,4994.299805,4964.200195,4983.200195,4983.200195,0
2006/9/25,4976.899902,4997.899902,4963.399902,4986.299805,4986.299805,0
2006/9/26,4979.600098,5005,4977,4989.600098,4989.600098,0
2006/9/27,4989.799805,5095.5,4989.799805,5093.200195,5093.200195,0
2006/9/28,5104.399902,5120.299805,5095.799805,5113.899902,5113.899902,0
2006/9/29,5117.299805,5155.299805,5114.899902,5154.100098,5154.100098,0
2006/10/2,5153,5189.799805,5149.100098,5178.799805,5178.799805,0
2006/10/3,5174.600098,5194,5148.100098,5184.299805,5184.299805,0
2006/10/4,5166.600098,5174.399902,5142.700195,5142.700195,5142.700195,0
2006/10/5,5149.600098,5219.799805,5149.600098,5219.299805,5219.299805,0
2006/10/6,5221.600098,5229.299805,5213.799805,5220.700195,5220.700195,0
2006/10/9,5226.600098,5231.200195,5173.100098,5199.100098,5199.100098,0
2006/10/10,5214.299805,5251,5214.200195,5248.600098,5248.600098,0
2006/10/11,5249.5,5282.799805,5240,5282.799805,5282.799805,0
2006/10/12,5280.899902,5288.399902,5259.399902,5259.399902,5259.399902,0
2006/10/13,5275.5,5314.5,5274.899902,5290,5290,0
2006/10/16,5297.399902,5320.200195,5296.600098,5311,5311,0
2006/10/17,5322.799805,5334.200195,5277.5,5281.299805,5281.299805,0
2006/10/18,5276.5,5313.200195,5264.600098,5313.200195,5313.200195,0
2006/10/19,5306.200195,5319.299805,5278.799805,5285.299805,5285.299805,0
2006/10/20,5297.899902,5335.399902,5297.899902,5335.399902,5335.399902,0
2006/10/23,5334.200195,5345,5323.600098,5333.5,5333.5,0
2006/10/24,5332.200195,5357.5,5315.899902,5317.100098,5317.100098,0
2006/10/25,5317.600098,5355.200195,5317.600098,5352.299805,5352.299805,0
2006/10/26,5362.399902,5391.100098,5361.799805,5389.700195,5389.700195,0
2006/10/27,5385.700195,5385.700195,5350.899902,5358.5,5358.5,0
2006/10/29,5357.100098,5409.899902,5348.799805,5399.399902,5399.399902,0
2006/10/30,5391.799805,5401,5377,5384.399902,5384.399902,598359000
2006/10/31,5390.700195,5419.100098,5390.700195,5416.399902,5416.399902,0
2006/11/2,5409.600098,5432.5,5394.399902,5432,5432,0
2006/11/5,5433.899902,5444.100098,5424,5444.100098,5444.100098,384494000
2006/11/6,5460.399902,5496.299805,5460.399902,5491.600098,5491.600098,364484000
2006/11/7,5492.799805,5493.899902,5459.200195,5459.200195,5459.200195,560068000
2006/11/8,5449.399902,5450.200195,5406.299805,5429,5429,599001000
2006/11/9,5435.299805,5440.5,5414.700195,5436.700195,5436.700195,0
2006/11/12,5424.399902,5433.200195,5415.5,5418.399902,5418.399902,0
2006/11/13,5420.600098,5449.899902,5417.799805,5435.600098,5435.600098,0
2006/11/14,5439.399902,5462,5422.100098,5429.899902,5429.899902,0
2006/11/15,5429.299805,5436.399902,5375.600098,5392.600098,5392.600098,0
2006/11/16,5385.200195,5426,5356.899902,5419.700195,5419.700195,0
2006/11/19,5415.5,5419.399902,5322.399902,5322.399902,5322.399902,0
2006/11/20,5322.700195,5373.200195,5322.700195,5358,5358,0
2006/11/21,5373.700195,5448.899902,5373,5445.700195,5445.700195,0
2006/11/22,5446.600098,5473.799805,5437.100098,5466.899902,5466.899902,0
2006/11/23,5466.299805,5466.299805,5434,5453.600098,5453.600098,0
2006/11/26,5451.600098,5471.600098,5445.799805,5452.200195,5452.200195,0
2006/11/27,5435.399902,5435.399902,5368.600098,5384.299805,5384.299805,0
2006/11/28,5382.200195,5452.600098,5368.299805,5452.600098,5452.600098,0
2006/11/29,5463.700195,5488.899902,5455.100098,5482.100098,5482.100098,0
2006/11/30,5486,5495.700195,5424.700195,5427.899902,5427.899902,0
2006/12/3,5425.399902,5439.799805,5411,5424.899902,5424.899902,0
2006/12/4,5438.5,5465.700195,5426.5,5426.5,5426.5,0
2006/12/5,5438,5466.700195,5437,5466.700195,5466.700195,0
2006/12/6,5461.600098,5471.600098,5450.700195,5465.200195,5465.200195,0
2006/12/7,5456.200195,5461.200195,5425.799805,5425.799805,5425.799805,0
2006/12/10,5428.700195,5477.5,5427.799805,5469.700195,5469.700195,0
2006/12/11,5468.899902,5502.299805,5468.399902,5473.600098,5473.600098,0
2006/12/12,5467.799805,5505.100098,5467.100098,5488.200195,5488.200195,0
2006/12/13,5496.100098,5573.100098,5496.100098,5573.100098,5573.100098,0
2006/12/14,5577.5,5587.399902,5565.200195,5575.399902,5575.399902,0
2006/12/17,5572.100098,5597.200195,5572.100098,5591.5,5591.5,0
2006/12/18,5586.299805,5597.5,5557.100098,5559.700195,5559.700195,0
2006/12/19,5568,5618.399902,5567.5,5607.799805,5607.799805,0
2006/12/20,5607.600098,5608.5,5580.700195,5583.5,5583.5,0
2006/12/21,5578.600098,5603.700195,5557.100098,5603.700195,5603.700195,0
2006/12/26,5601.600098,5643.200195,5600.799805,5643.200195,5643.200195,0
2006/12/27,5650.200195,5673.700195,5650.200195,5660.5,5660.5,0
2006/12/28,5658.899902,5684.399902,5657.100098,5669.899902,5669.899902,0
2007/1/1,5672.700195,5690.700195,5670.100098,5670.200195,5670.200195,0
2007/1/2,5681.700195,5698.200195,5643.700195,5649.399902,5649.399902,0
2007/1/3,5634.299805,5635.200195,5584.799805,5584.799805,5584.799805,0
2007/1/4,5580,5612,5565.200195,5572,5572,0
2007/1/7,5561.100098,5562.600098,5499,5502,5502,0
2007/1/8,5517.700195,5590.399902,5516.299805,5589.700195,5589.700195,0
2007/1/9,5583.100098,5583.100098,5520.899902,5520.899902,5520.899902,0
2007/1/10,5533.100098,5573.399902,5528.399902,5564.899902,5564.899902,0
2007/1/11,5578.200195,5638.799805,5578.200195,5638.799805,5638.799805,0
2007/1/14,5642.799805,5673.799805,5633.200195,5673.799805,5673.799805,0
2007/1/15,5671.899902,5705.399902,5665.299805,5673.399902,5673.399902,0
2007/1/16,5665.5,5670.299805,5645.200195,5646.100098,5646.100098,0
2007/1/17,5655.200195,5679.5,5650.899902,5672.399902,5672.399902,0
2007/1/18,5669.399902,5673.100098,5641.5,5673.100098,5673.100098,0
2007/1/21,5688.5,5739.799805,5688.5,5726.600098,5726.600098,0
2007/1/22,5723.299805,5738.299805,5702.700195,5735,5735,0
2007/1/23,5750,5776.100098,5742.200195,5768.799805,5768.799805,0
2007/1/24,5781.600098,5802.100098,5769.899902,5769.899902,5769.899902,0
2007/1/28,5781.600098,5802.100098,5752.600098,5760.399902,5760.399902,0
2007/1/29,5756.5,5813,5756.100098,5812.5,5812.5,0
2007/1/30,5819.200195,5829.299805,5773.399902,5773.399902,5773.399902,0
2007/1/31,5781.299805,5816.200195,5781.299805,5814.100098,5814.100098,0
2007/2/1,5828.5,5841.299805,5816.799805,5831.5,5831.5,0
2007/2/4,5827.700195,5829.5,5801.399902,5822.100098,5822.100098,0
2007/2/5,5828.600098,5871.5,5828.600098,5870.5,5870.5,0
2007/2/6,5901.899902,5909.899902,5879.700195,5899.799805,5899.799805,0
2007/2/7,5902.299805,5909.399902,5884.600098,5899.5,5899.5,0
2007/2/8,5905.600098,5927.200195,5894.700195,5927.200195,5927.200195,0
2007/2/11,5921.600098,5934.700195,5905.399902,5924.100098,5924.100098,0
2007/2/12,5921.600098,5947.299805,5911.299805,5936.600098,5936.600098,0
2007/2/13,5947.799805,5975.899902,5947.799805,5960.5,5960.5,0
2007/2/14,5969.600098,6000,5968.600098,5992.799805,5992.799805,0
2007/2/15,5993.200195,5994.399902,5940.399902,5953.700195,5953.700195,0
2007/2/18,5956.899902,6003.200195,5950.5,5990.100098,5990.100098,0
2007/2/19,5995.200195,6003.299805,5979.899902,5989.700195,5989.700195,0
2007/2/20,5981.5,5991.799805,5951,5951.799805,5951.799805,0
2007/2/21,5953.399902,6017.100098,5952.600098,6017.100098,6017.100098,0
2007/2/22,6019.600098,6052.100098,6019.100098,6036.100098,6036.100098,0
2007/2/25,6036.5,6044,6008,6044,6044,0
2007/2/26,6043.299805,6043.299805,5993.799805,5993.799805,5993.799805,0
2007/2/27,5992.600098,5992.600098,5786.799805,5832.5,5832.5,0
2007/2/28,5840.600098,5858.5,5797.299805,5810.200195,5810.200195,0
2007/3/1,5804.700195,5825.799805,5780.899902,5786,5786,0
2007/3/4,5772,5772,5653.600098,5653.600098,5653.600098,0
2007/3/5,5657.200195,5771.799805,5641.100098,5771.799805,5771.799805,0
2007/3/6,5777.899902,5830.100098,5777.899902,5825.299805,5825.299805,0
2007/3/7,5820.200195,5827,5774.600098,5822.299805,5822.299805,0
2007/3/8,5827.5,5852.600098,5820.600098,5830.200195,5830.200195,0
2007/3/11,5828,5891,5820.299805,5891,5891,0
2007/3/12,5893.299805,5917.700195,5860.899902,5865,5865,0
2007/3/13,5837.200195,5837.200195,5741.899902,5741.899902,5741.899902,0
2007/3/14,5769.700195,5857.100098,5764.299805,5853,5853,0
2007/3/15,5861.899902,5874.5,5814.600098,5836.299805,5836.299805,0
2007/3/18,5838.299805,5875,5818.600098,5859.700195,5859.700195,0
2007/3/19,5871.5,5922.200195,5871.5,5876.600098,5876.600098,0
2007/3/20,5883,5906.700195,5860.299805,5861.899902,5861.899902,0
2007/3/21,5879,5955.700195,5879,5955.700195,5955.700195,0
2007/3/22,5954.200195,5968.100098,5938.600098,5952.299805,5952.299805,0
2007/3/26,5958.799805,5992,5957.899902,5990.700195,5990.700195,0
2007/3/27,5986.299805,5988.600098,5963.600098,5964.200195,5964.200195,0
2007/3/28,5958.799805,5979.200195,5917.299805,5923.200195,5923.200195,0
2007/3/29,5919.299805,5960.899902,5905.299805,5960.899902,5960.899902,0
2007/3/30,5968.200195,5998.899902,5968.100098,5995,5995,0
2007/4/2,5994,5994,5915.799805,5915.799805,5915.799805,0
2007/4/3,5929.899902,6013.399902,5929.5,6013.399902,6013.399902,0
2007/4/4,6027.600098,6097.200195,6027.600098,6097.200195,6097.200195,0
2007/4/5,6093.799805,6093.799805,6064.600098,6077.100098,6077.100098,0
2007/4/10,6093.799805,6155.200195,6064.600098,6153,6153,0
2007/4/11,6160.5,6176.899902,6142.100098,6151.399902,6151.399902,0
2007/4/12,6147.799805,6167.899902,6129.100098,6158.200195,6158.200195,0
2007/4/13,6167.399902,6195.799805,6125.299805,6135.799805,6135.799805,0
2007/4/16,6146.600098,6206.299805,6146.299805,6197.700195,6197.700195,0
2007/4/17,6202.299805,6237.700195,6169.5,6186.5,6186.5,0
2007/4/18,6192.5,6265.200195,6191.299805,6236.899902,6236.899902,0
2007/4/19,6229.200195,6229.200195,6159.399902,6165.100098,6165.100098,0
2007/4/20,6168.899902,6211,6168.899902,6207.5,6207.5,0
2007/4/23,6218.399902,6252.299805,6165.600098,6209.100098,6209.100098,0
2007/4/24,6210,6232.5,6177.299805,6188.200195,6188.200195,0
2007/4/26,6195.5,6227.299805,6195.5,6212.200195,6212.200195,0
2007/4/27,6201.799805,6201.799805,6144.200195,6151.600098,6151.600098,0
2007/4/30,6157.299805,6205.899902,6157.299805,6166,6166,0
2007/5/1,6163.200195,6172.200195,6134.200195,6145.799805,6145.799805,0
2007/5/2,6155.200195,6239.799805,6154.899902,6237.700195,6237.700195,0
2007/5/3,6244.600098,6258.100098,6224.200195,6245.600098,6245.600098,0
2007/5/4,6255.799805,6304.899902,6255.799805,6304.899902,6304.899902,0
2007/5/7,6320,6338.200195,6294.299805,6335.700195,6335.700195,0
2007/5/8,6340.399902,6341.100098,6291,6304.399902,6304.399902,0
2007/5/9,6297.899902,6382.700195,6283.600098,6341,6341,0
2007/5/10,6350.299805,6355.5,6312.100098,6355.5,6355.5,0
2007/5/11,6334.700195,6334.700195,6280.5,6297.399902,6297.399902,0
2007/5/14,6307.600098,6360.299805,6307.600098,6345.100098,6345.100098,0
2007/5/15,6331.399902,6335.299805,6282.100098,6291.200195,6291.200195,0
2007/5/16,6298.700195,6314.299805,6267.299805,6294.600098,6294.600098,0
2007/5/17,6303.200195,6365.899902,6303.200195,6365.899902,6365.899902,0
2007/5/18,6352.200195,6356.899902,6300.100098,6312.5,6312.5,0
2007/5/21,6318.700195,6384.100098,6318.700195,6369,6369,0
2007/5/22,6368.399902,6384.100098,6330.299805,6338.799805,6338.799805,0
2007/5/23,6330.799805,6378.299805,6321.399902,6355.100098,6355.100098,0
2007/5/24,6351.100098,6351.100098,6277.899902,6279.100098,6279.100098,0
2007/5/25,6272.899902,6272.899902,6226.399902,6252.799805,6252.799805,0
2007/5/28,6264.5,6293.899902,6237.799805,6251.399902,6251.399902,0
2007/5/29,6251.600098,6318.299805,6242,6317.600098,6317.600098,0
2007/5/30,6317,6317,6231,6243.399902,6243.399902,0
2007/5/31,6260.899902,6342.5,6260.899902,6313.5,6313.5,0
2007/6/1,6321,6352.5,6313.799805,6333.5,6333.5,0
2007/6/4,6346.399902,6409.200195,6346.399902,6392.899902,6392.899902,0
2007/6/5,6393.5,6395.899902,6369.100098,6370.799805,6370.799805,0
2007/6/6,6368.799805,6376,6315.200195,6337.100098,6337.100098,0
2007/6/7,6318.5,6318.5,6258.299805,6311.100098,6311.100098,0
2007/6/8,6300,6300,6199.299805,6231.700195,6231.700195,0
2007/6/12,6249.299805,6294.899902,6235.899902,6240.100098,6240.100098,0
2007/6/13,6224.299805,6225.399902,6170.200195,6180.700195,6180.700195,0
2007/6/14,6212.799805,6263.100098,6212.299805,6261.200195,6261.200195,0
2007/6/15,6272.5,6298.5,6268,6293.799805,6293.799805,0
2007/6/18,6304,6355.799805,6304,6343.399902,6343.399902,0
2007/6/19,6339.799805,6381.600098,6316,6372,6372,0
2007/6/20,6367.700195,6403.899902,6348.700195,6396.899902,6396.899902,0
2007/6/21,6393.5,6393.5,6361.700195,6387,6387,0
2007/6/22,6391.399902,6391.600098,6349,6382.600098,6382.600098,0
2007/6/25,6378.799805,6378.799805,6315,6329.799805,6329.799805,0
2007/6/26,6329.899902,6347,6303.700195,6308.600098,6308.600098,0
2007/6/27,6300.100098,6302.200195,6184.200195,6184.200195,6184.200195,0
2007/6/28,6200.100098,6265.700195,6200.100098,6265.600098,6265.600098,0
2007/6/29,6271.399902,6293.100098,6243.5,6274.899902,6274.899902,0
2007/7/2,6282,6290.700195,6254.600098,6263.299805,6263.299805,0
2007/7/3,6282.100098,6319.299805,6279.299805,6299,6299,0
2007/7/4,6306.399902,6320,6290.799805,6298.600098,6298.600098,0
2007/7/5,6300.600098,6362.299805,6300.600098,6362.299805,6362.299805,0
2007/7/6,6361.799805,6361.799805,6318.5,6351.100098,6351.100098,0
2007/7/9,6353,6400.600098,6353,6400.600098,6400.600098,0
2007/7/10,6402.600098,6403,6359.799805,6361.5,6361.5,0
2007/7/11,6357.899902,6357.899902,6300.799805,6325.100098,6325.100098,0
2007/7/12,6335.899902,6365.799805,6328.600098,6363.399902,6363.399902,0
2007/7/13,6390.100098,6436.700195,6389.399902,6389.399902,6389.399902,0
2007/7/16,6390,6415.100098,6377.799805,6380.799805,6380.799805,0
2007/7/17,6385.5,6391.5,6368.799805,6381.600098,6381.600098,0
2007/7/18,6372.100098,6372.100098,6326.399902,6329.100098,6329.100098,0
2007/7/19,6333.600098,6385.899902,6333.600098,6384.200195,6384.200195,0
2007/7/20,6387,6422.299805,6387,6421.799805,6421.799805,0
2007/7/23,6412.799805,6412.799805,6359.399902,6390.399902,6390.399902,0
2007/7/24,6398.5,6432.200195,6398.5,6422.299805,6422.299805,0
2007/7/25,6396,6396.100098,6334.5,6340.5,6340.5,0
2007/7/26,6344.399902,6351.799805,6258.5,6258.5,6258.5,0
2007/7/27,6254,6254,6082.899902,6082.899902,6082.899902,0
2007/7/30,6081.5,6109.200195,6044.299805,6108.799805,6108.799805,0
2007/7/31,6120.700195,6145.399902,6103,6144.200195,6144.200195,0
2007/8/1,6138.600098,6138.600098,5941.200195,5941.200195,5941.200195,0
2007/8/2,5969.100098,6059.200195,5903.200195,6011.799805,6011.799805,0
2007/8/3,6026.700195,6061,5980.799805,6021,6021,0
2007/8/6,6016.100098,6016.100098,5891.100098,5920.200195,5920.200195,0
2007/8/7,5943,6015.100098,5942,5985,5985,0
2007/8/8,5999,6105,5998.799805,6100.799805,6100.799805,0
2007/8/9,6115,6165.600098,6112.200195,6165.600098,6165.600098,0
2007/8/10,6110.799805,6111.5,5936,5936,5936,0
2007/8/13,5945.200195,6040.399902,5945.200195,6011.600098,6011.600098,0
2007/8/14,6012.5,6022.200195,5938.700195,5964.799805,5964.799805,0
2007/8/15,5933.600098,5933.600098,5788,5788,5788,0
2007/8/16,5783.299805,5783.299805,5483.299805,5711.5,5711.5,0
2007/8/17,5716.5,5788.200195,5637.399902,5671,5671,0
2007/8/20,5675.899902,5932.600098,5675.899902,5932.600098,5932.600098,0
2007/8/21,5929.5,5998.600098,5873.600098,5989.399902,5989.399902,0
2007/8/22,5984,6048.200195,5964.899902,6005,6005,0
2007/8/23,6016.100098,6177.700195,6016.100098,6159.700195,6159.700195,0
2007/8/24,6143.700195,6143.700195,6079.399902,6088.5,6088.5,0
2007/8/27,6121.100098,6203.399902,6119.100098,6185.200195,6185.200195,0
2007/8/28,6178.600098,6186.200195,6136.700195,6176.299805,6176.299805,0
2007/8/29,6140.600098,6140.600098,6031.600098,6100.299805,6100.299805,0
2007/8/30,6127.399902,6190.700195,6124.700195,6135,6135,0
2007/8/31,6165.799805,6247.200195,6135,6247.200195,6247.200195,0
2007/9/3,6253.700195,6282.600098,6234.5,6267.299805,6267.299805,0
2007/9/4,6263.600098,6317.799805,6261.100098,6293.299805,6293.299805,0
2007/9/5,6303.899902,6355.700195,6252,6262.700195,6262.700195,0
